Human gene name,Gene name
OR8K3,Olfr1087
RSPRY1,Rspry1
C15orf62,Gm14137
NR4A1,Nr4a1
ZFYVE19,Zfyve19
TMEM230,Tmem230
SERHL2,Serhl
AC113554.1,Ace3
OR8K3,Olfr1089
CRELD2,Creld2
MYC,Myc
DHCR7,Dhcr7
SLC5A9,Slc5a9
TRIM15,Trim15
ATG101,Atg101
PIM3,Pim3
RBM14,Rbm14
IGSF21,Igsf21
NLN,Nln
SPTBN2,Sptbn2
SMIM41,6030408B16Rik
CYP2J2,Cyp2j13
CREB1,Creb1
KDELR3,Kdelr3
BIRC5,Birc5
RBM44,Rbm44
AC010327.1,Ptprh
OR4F5,Olfr1289
AC008977.1,Olfr1289
OR4F4,Olfr1289
DDX17,Ddx17
EDNRA,Ednra
RTEL1,Rtel1
RTEL1-TNFRSF6B,Rtel1
TMEM235,Tmem235
KCNH6,Kcnh6
FAM192A,Fam192a
TRIM10,Trim10
ZNF335,Zfp335
RRP7A,Rrp7a
FZD4,Fzd4
ZDHHC1,Zdhhc1
OR8K3,Olfr1090
AL160269.1,Slc35d2
SLC35D2,Slc35d2
SOCS3,Socs3
FGFR1OP,Fgfr1op
OR4F5,Olfr1291-ps1
AC008977.1,Olfr1291-ps1
OR4F4,Olfr1291-ps1
HSPA4,Hspa4
TMEM86B,Tmem86b
OR5T3,Olfr1093
OR5T1,Olfr1093
PRSS23,Prss23
RBM4,Gm21992
OR4F5,Olfr1293-ps
AC008977.1,Olfr1293-ps
OR4F4,Olfr1293-ps
OR5T2,Olfr141
RBM4B,Rbm4b
MYOM1,Myom1
BRIP1,Brip1
PCIF1,Pcif1
CSTF1,Cstf1
N4BP2L1,N4bp2l1
APAF1,Apaf1
KRT80,Krt80
SPTY2D1,Spty2d1
PCNA,Pcna
KCTD17,Kctd17
RBM4,Rbm4
DCAF7,Dcaf7
HSD11B2,Hsd11b2
KRT7,Krt7
GDF11,Gdf11
TACO1,Taco1
ODF3L1,Odf3l1
OR5T3,Olfr1094
OR5T1,Olfr1094
ALDH9A1,Aldh9a1
TTLL8,Ttll8
FAM120B,Fam120b
RPL19,Rpl19
VILL,Vill
MAP3K3,Map3k3
AL359736.1,Spata13
SPATA13,Spata13
C19orf81,1700008O03Rik
MED13,Med13
CACNB1,Cacnb1
SHANK1,Shank1
LIMD2,Limd2
PLEKHB1,Plekhb1
CDH20,Cdh20
SLCO1C1,Slco1c1
SH2B1,Sh2b1
DNAH17,Dnah17
MYL12A,Myl12a
INTS2,Ints2
SHANK2,Shank2
FAR2,Far2
POLH,Polh
STAG3,Stag3
ME3,Me3
FAT2,Fat2
MYL12B,Myl12b
SYT3,Syt3
PPP6R1,Ppp6r1
ERGIC2,Ergic2
SYTL1,Sytl1
TMEM220,Tmem220
RNF152,Rnf152
PGS1,Pgs1
LMBR1L,Lmbr1l
C4BPA,C4bp
TRIM40,Trim40
SYCE1L,Syce1l
NDUFV2,Ndufv2
RIPPLY2,Ripply2
DLGAP4,Dlgap4
FCGRT,Fcgrt
PTPN18,Ptpn18
RAMP1,Ramp1
PRRX2,Prrx2
GABPB1,Gabpb1
ATP6V0D1,Atp6v0d1
RCN3,Rcn3
PIK3C2B,Pik3c2b
MON1B,Mon1b
TRIM31,Trim31
AC004086.1,Rpl6
MMP9,Mmp9
CYTH1,Cyth1
TMEM86A,Tmem86a
ZCCHC10,Zcchc10
PDE9A,Pde9a
NDEL1,Ndel1
CASS4,Cass4
HSPBP1,Hspbp1
OR5B3,Olfr1462
CCDC47,Ccdc47
PTGES,Ptges
SON,Son
ADPRM,Adprm
OR5B3,Olfr1463
UBE2F,Ube2f
UBE2F-SCLY,Ube2f
PSMB1,Psmb1
XPO5,Xpo5
SLCO1B1,Slco1b2
SLCO1B7,Slco1b2
AC022335.1,Slco1b2
SLCO1B3,Slco1b2
AC011604.2,Slco1b2
ENTPD3,Entpd3
TUFM,Tufm
IKBIP,Ikbip
OR5B3,Olfr1465
OR5B3,Olfr1466
UBE2T,Ube2t
CLU,Clu
STRADA,Strada
PPP1R15B,Ppp1r15b
OR5B3,Olfr1467
GCNT7,Gcnt7
SGTB,Sgtb
SCO1,Sco1
FAM209B,Fam209
FAM209A,Fam209
PPP1R14D,Ppp1r14d
DDX42,Ddx42
TFAP2C,Tfap2c
RNF222,Rnf222
VAC14,Vac14
MLC1,Mlc1
RASGRP2,Rasgrp2
RNF39,Rnf39
AC022966.1,Usp36
MIPEP,Mipep
CRYZL1,Cryzl1
PAFAH2,Pafah2
JMJD1C,Jmjd1c
RFC2,Rfc2
YOD1,Yod1
PIGN,Pign
TUBA1A,Tuba1a
MAPK8IP2,Mapk8ip2
PFKFB2,Pfkfb2
ADAMTS18,Adamts18
C1QTNF9B,C1qtnf9
C1QTNF9,C1qtnf9
TUBA1B,Tuba1b
TIMP2,Timp2
LRP4,Lrp4
ATXN2L,Atxn2l
SEC16B,Sec16b
LAT2,Lat2
MYL9,Myl9
CCR6,Ccr6
LGALS3BP,Lgals3bp
ITGAX,Itgax
CTTN,Cttn
RASGRP1,Rasgrp1
CANT1,Cant1
CAMK1G,Camk1g
KLHL40,Klhl40
MGST3,Mgst3
SLCO1A2,Gm5724
REEP3,Reep3
LRRC52,Lrrc52
SLCO1A2,Slco1a4
MCMDC2,Mcmdc2
LGR6,Lgr6
SPARC,Sparc
FBXW12,Fbxw22
CDS2,Cds2
TOR1B,Tor1b
CYP2C8,Cyp2j12
PPP1R11,Ppp1r11
TGIF2,Tgif2
CYB5R4,Cyb5r4
BMP7,Bmp7
SLC12A5,Slc12a5
TINAGL1,Tinagl1
RPL14,Rpl14
S100A1,S100a1
C1QTNF1,C1qtnf1
MIER3,Mier3
FTSJ3,Ftsj3
S100A13,S100a13
GPR139,Gpr139
STAC2,Stac2
ZFP3,Zfp3
SCLY,Scly
SCIMP,Scimp
POLR1C,Polr1c
CFC1,Cfc1
CFC1B,Cfc1
DNAH11,Dnah11
CCDC81,Ccdc81
ENGASE,Engase
RXRG,Rxrg
MYH3,Myh3
PSMC5,Psmc5
SLA2,Sla2
S100A14,S100a14
PFKFB2,Gm29427
SPINT1,Spint1
AMER3,Amer3
OR5B3,Olfr1469
HSD17B12,Hsd17b12
COX6A2,Cox6a2
FBXW12,Fbxw16
ITGAD,Itgad
IZUMO4,Izumo4
WDR19,Wdr19
GFRAL,Gfral
BRSK1,Brsk1
PPFIA1,Ppfia1
CHSY1,Chsy1
AFF4,Aff4
USP50,Usp50
MTSS2,Mtss1l
RPS11,Rps11
RPS6KB1,Rps6kb1
AC005702.1,Rps6kb1
AGRP,Agrp
AC092724.1,Nudt7
CDCA7L,Cdca7l
ATOX1,Atox1
CTCF,Ctcf
USP8,Usp8
TDRD9,Tdrd9
ZDHHC17,Zdhhc17
IDE,Ide
ARHGEF15,Arhgef15
ZNRD1,Znrd1
MYO1C,Myo1c
POMT1,Pomt1
G3BP1,G3bp1
MPC1,Mpc1
EIF3CL,Eif3c
EIF3C,Eif3c
OR4F29,Olfr1303
OR4F16,Olfr1303
OR4F21,Olfr1303
OR4F3,Olfr1303
TMEM150B,Tmem150b
DDX11,Ddx11
LRRC4B,Lrrc4b
SPO11,Spo11
TUBA1C,Tuba1c
RNFT1,Rnft1
RHOV,Rhov
YIPF3,Yipf3
MRAP2,Mrap2
RBFOX3,Rbfox3
B9D1,B9d1
MOV10L1,Mov10l1
IRF2,Irf2
TMEM222,Tmem222
SMARCD2,Smarcd2
RD3L,Rd3l
GP2,Gp2
ABCC12,Abcc12
NADK2,Nadk2
CYP2C8,Cyp2j7
PTPN5,Ptpn5
KLRB1,Klrb1f
IL34,Il34
TOR1A,Tor1a
UCK1,Uck1
S100A16,S100a16
VAT1L,Vat1l
TANC1,Tanc1
SPATA20,Spata20
GNS,Gns
CYP2C8,Cyp2j11
PLA2G1B,Pla2g1b
SLC25A35,Slc25a35
PPP1R42,Ppp1r42
FADD,Fadd
EED,Eed
DOHH,Dohh
RANGRF,Rangrf
PLXNA2,Plxna2
PRPH,Prph
KIF11,Kif11
S100A4,S100a4
PANX2,Panx2
RNF111,Rnf111
S100A3,S100a3
S100A2,S100a2
TCF24,Tcf24
SLC25A3,Slc25a3
VPS18,Vps18
TRABD,Trabd
CYP2C8,Cyp2j8
UBE2J2,Ube2j2
CLEC3A,Clec3a
CLDN1,Cldn1
CTNNB1,Ctnnb1
TBP,Tbp
S100A5,S100a5
PTPRS,Ptprs
DLL4,Dll4
FBXW12,Fbxw19
FARP1,Farp1
S100A6,S100a6
BRINP2,Brinp2
POLDIP3,Poldip3
FBXL20,Fbxl20
CEP162,Cep162
ESPNL,Espnl
CSHL1,Gh
AC127029.3,Gh
GH1,Gh
CSH2,Gh
CSH1,Gh
GH2,Gh
NCOA5,Ncoa5
CYP2C8,Cyp2j6
LEAP2,Leap2
RBP7,Rbp7
TROAP,Troap
ANKRA2,Ankra2
ASPDH,Aspdh
PDCD2,Pdcd2
CLDN16,Cldn16
LRRC73,Lrrc73
LRRK1,Lrrk1
SLCO1A2,Slco1a1
EPN3,Epn3
UMOD,Umod
S100A8,S100a8
HCRTR2,Hcrtr2
S100A9,S100a9
ARSA,Arsa
TRPM7,Trpm7
TMEM207,Tmem207
ARHGEF4,Arhgef4
KRT84,Krt84
ANO1,Ano1
METTL21A,Mettl21a
NBEAL2,Nbeal2
CYP2J2,Cyp2j9
CD40,Cd40
ULK4,Ulk4
KRT82,Krt82
KLHL30,Klhl30
RAE1,Rae1
TRAPPC13,Trappc13
APPL2,Appl2
PIGA,Piga
ENPP7,Enpp7
PGLYRP4,Pglyrp4
HMGA2,Gm15262
BEND2,Gm15262
NMNAT1,Nmnat1
PTPN7,Ptpn7
UQCRQ,Uqcrq
NDRG3,Ndrg3
CBX2,Cbx2
PTGFR,Ptgfr
SMIM39,Arhgef4
FAM168B,Fam168b
FBXW12,Fbxw15
KRT75,Krt75
MED1,Med1
RAI2,Rai2
CBX8,Cbx8
URM1,Urm1
SIRT4,Sirt4
GDF9,Gdf9
WWOX,Wwox
CD79B,Cd79b
ADAM2,Adam2
CLEC2D,Clec2e
KRT6B,Gm5414
KRT6C,Gm5414
KRT6A,Gm5414
SCN4A,Scn4a
TRIO,Trio
C21orf62,4932438H23Rik
MYCBPAP,Mycbpap
CBX4,Cbx4
SPIRE2,Spire2
THBS1,Thbs1
ILKAP,Ilkap
OR4F15,Olfr1309
MAP3K1,Map3k1
CLEC2D,Clec2d
KRT5,Gm5478
OR4F6,Olfr1310
FGF3,Fgf3
EIF5,Eif5
HHATL,Hhatl
GLRA1,Glra1
FGF4,Fgf4
SPATA33,Spata33
MRGPRX3,Mrgpra6
MRGPRX2,Mrgpra6
MRGPRX1,Mrgpra6
MRGPRX4,Mrgpra6
STMN1,Stmn1
TBC1D16,Tbc1d16
FGF19,Fgf15
MRGPRX3,Mrgpra9
MRGPRX2,Mrgpra9
MRGPRX1,Mrgpra9
MRGPRX4,Mrgpra9
CDK10,Cdk10
MRGPRX3,Mrgpra1
MRGPRX2,Mrgpra1
MRGPRX1,Mrgpra1
MRGPRX4,Mrgpra1
CCNYL1,Ccnyl1
PDILT,Pdilt
KRT6B,Krt6b
KRT6C,Krt6b
KRT6A,Krt6b
SERINC2,Serinc2
PRR18,Prr18
SFT2D1,Sft2d1
MRGPRX3,Mrgpra2a
MRGPRX2,Mrgpra2a
MRGPRX1,Mrgpra2a
MRGPRX4,Mrgpra2a
CHAC1,Chac1
ARL2BP,Arl2bp
ACSM5,Acsm5
KRT6B,Krt6a
KRT6C,Krt6a
KRT6A,Krt6a
PLEKHA6,Plekha6
TBX18,Tbx18
ARL8A,Arl8a
PROKR2,Prokr2
IFT81,Ift81
C1QL4,C1ql4
IL27,Il27
ASB11,Asb11
SHROOM1,Shroom1
RASSF3,Rassf3
APOBR,Apobr
DNAJC22,Dnajc22
ACSF3,Acsf3
LMX1A,Lmx1a
ICAM2,Icam2
RBM38,Rbm38
CLN3,Cln3
AC138894.1,Cln3
ACD,Acd
STK24,Stk24
C9orf78,BC005624
ARHGEF10L,Arhgef10l
LPIN2,Lpin2
RHOU,Rhou
ZCCHC17,Zcchc17
CCS,Ccs
CTCFL,Ctcfl
USP10,Usp10
FAM168A,Fam168a
LONP2,Lonp2
NEDD4,Nedd4
PARP11,Parp11
API5,Api5
CCND1,Ccnd1
FABP3,Fabp3
MRGPRX3,Mrgpra2b
MRGPRX2,Mrgpra2b
MRGPRX1,Mrgpra2b
MRGPRX4,Mrgpra2b
LZIC,Lzic
SHKBP1,Shkbp1
PCK1,Pck1
CD69,Cd69
OR10W1,Olfr1490
ERN1,Ern1
RABEP1,Rabep1
TTC17,Ttc17
PLCD1,Plcd1
FAM83B,Fam83b
KRT5,Krt5
ASB9,Asb9
ESYT3,Esyt3
ARMC5,Armc5
NHS,Nhs
KRT71,Krt71
KLRC4-KLRK1,4922502D21Rik
KLRC4,4922502D21Rik
KLRC1,4922502D21Rik
AC068775.1,4922502D21Rik
KLRC2,4922502D21Rik
KLRC3,4922502D21Rik
GPR37L1,Gpr37l1
APRT,Aprt
SF3B3,Sf3b3
CERCAM,Cercam
CD46,Cd46
SPTBN4,Sptbn4
TEX2,Tex2
SLTM,Sltm
GAA,Gaa
CDK12,Cdk12
NMUR2,Nmur2
MRGPRX3,Mrgpra3
MRGPRX2,Mrgpra3
MRGPRX1,Mrgpra3
MRGPRX4,Mrgpra3
PFAS,Pfas
JPH3,Jph3
TNFRSF19,Tnfrsf19
SOWAHA,Sowaha
PLLP,Pllp
OR10Q1,Olfr1491
BRWD1,Brwd1
CD34,Cd34
SIAH1,Siah1a
COX4I1,Cox4i1
COG4,Cog4
RSAD1,Rsad1
EPN2,Epn2
SPATS2,Spats2
TJAP1,Tjap1
CTNNBIP1,Ctnnbip1
JOSD2,Josd2
DHRS1,Dhrs1
WDTC1,Wdtc1
CDH22,Cdh22
MICB,Mill2
MICA,Mill2
KRT72,Krt72
MAP1LC3B,Map1lc3b
MAP1LC3B2,Map1lc3b
TLN2,Tln2
RNPEP,Rnpep
PBX1,Pbx1
OR10Q1,Olfr1494
KRT73,Krt73
ASPG,Aspg
TUBD1,Tubd1
ACSF2,Acsf2
WDSUB1,Wdsub1
EIF4A3,Eif4a3
TPCN2,Tpcn2
AP003071.5,Tpcn2
CHAD,Chad
ENPP6,Enpp6
ELF3,Elf3
CLEC12A,Clec12a
SLCO1A2,Gm6614
KRT2,Krt2
GPR176,Gpr176
CCL22,Ccl22
NUP88,Nup88
RELT,Relt
FSIP1,Fsip1
FOXC2,Foxc2
ZBP1,Zbp1
AC026470.1,N4bp1
CPNE7,Cpne7
LPCAT4,Lpcat4
MAF,Maf
LRRC59,Lrrc59
EXOC6,Exoc6
SMIM24,Smim24
SGSH,Sgsh
SLC15A1,Slc15a1
FBXW12,Fbxw24
DYNLRB2,Dynlrb2
MRPL27,Mrpl27
MVD,Mvd
TBXT,T
CARD14,Card14
ZNRF4,Znrf4
ALDH1A3,Aldh1a3
EME1,Eme1
DSN1,Dsn1
MC1R,Mc1r
CTU2,Ctu2
SHANK3,Shank3
ACY1,Acy1
ABHD14A-ACY1,Acy1
OR10Q1,Olfr1495
TRIM23,Trim23
CRK,Crk
PARD6A,Pard6a
USP33,Usp33
KRT1,Krt1
ITM2B,Itm2b
ZFP57,Zfp57
NUTM1,Nutm1
LETM2,Letm2
CDYL2,Cdyl2
NUF2,Nuf2
KRT77,Krt77
NOP10,Nop10
CCDC87,Ccdc87
MRGPRX3,Mrgpra4
MRGPRX2,Mrgpra4
MRGPRX1,Mrgpra4
MRGPRX4,Mrgpra4
TUBGCP6,Tubgcp6
MED4,Med4
INO80,Ino80
CYB5R3,Cyb5r3
MRGPRX3,Mrgprx1
MRGPRX2,Mrgprx1
MRGPRX1,Mrgprx1
MRGPRX4,Mrgprx1
AC092143.1,Tubb3
TUBB3,Tubb3
MTCL1,Mtcl1
PPWD1,Ppwd1
SLC26A11,Slc26a11
PMEPA1,Pmepa1
ENKD1,Enkd1
OR1S2,Olfr1496
OR1S1,Olfr1496
C16orf86,4933405L10Rik
CENPK,Cenpk
PGLYRP1,Pglyrp1
TMPO,Tmpo
PECAM1,Pecam1
NEUROD2,Neurod2
SPG7,Spg7
REC8,Rec8
C20orf85,1700021F07Rik
OR9Q2,Olfr1497
TMPRSS6,Tmprss6
ANKRD60,Ankrd60
KRT76,Krt76
SLC5A10,Slc5a10
FBXW12,Fbxw25
OLIG2,Olig2
CR1,Cr1l
OLIG1,Olig1
AZIN1,Azin1
NUPR1,Nupr1
PPP1R1B,Ppp1r1b
HES6,Hes6
CSPP1,Cspp1
GRAP,Grap
TRAFD1,Trafd1
CMC2,Cmc2
ARHGEF17,Arhgef17
FAM83G,Fam83g
AC124319.1,Rnf213
GIPC2,Gipc2
MRGPRX3,Mrgprb5
MRGPRX2,Mrgprb5
MRGPRX1,Mrgprb5
MRGPRX4,Mrgprb5
GOLT1A,Gm28040
EMILIN2,Emilin2
GFOD2,Gfod2
TGFB1I1,Tgfb1i1
KISS1,Gm28040
CYP26C1,Cyp26c1
GCNT4,Gcnt4
VMP1,Vmp1
GOLT1A,Golt1a
C16orf95,1700018B08Rik
AC010531.1,1700018B08Rik
KRT4,Krt4
CBLN1,Cbln1
SAFB2,Safb2
REPS2,Reps2
KRT79,Krt79
GSE1,Gse1
YWHAE,Ywhae
STAT4,Stat4
AP3D1,Ap3d1
EMC10,Emc10
RAB12,Rab12
CYP26A1,Cyp26a1
SLCO1A2,Slco1a6
SOGA1,Soga1
KRT78,Krt78
REN,Ren1
XYLT2,Xylt2
FZD5,Fzd5
RGS5,Rgs5
TLDC2,Tldc2
ASTN1,Astn1
B3GALT6,B3galt6
PTRH2,Ptrh2
RGS4,Rgs4
ENDOV,Endov
STAT1,Stat1
SLCO1A2,Slco1a5
SNRNP40,Snrnp40
AC006059.2,Ccdc13
CCDC13,Ccdc13
PRMT8,Prmt8
ADAM8,Adam8
DOC2B,Doc2b
FLT3LG,Flt3l
MRGPRF,Mrgprf
CRACR2A,Cracr2a
IAPP,Iapp
PLEKHM3,Plekhm3
CR2,Cr2
MYH1,Myh1
CKAP5,Ckap5
BTF3,Btf3
MRGPRD,Mrgprd
SP4,Sp4
SLC35C2,Slc35c2
SULT1A1,Sult5a1
SULT1A2,Sult5a1
SULT1A4,Sult5a1
SULT1A3,Sult5a1
COPS5,Cops5
ACAA1,Acaa1b
CENPN,Cenpn
P2RY6,P2ry6
DLEC1,Dlec1
P2RY2,P2ry2
SACS,Sacs
TBK1,Tbk1
NPTX1,Nptx1
GAS8,Gas8
MCRS1,Mcrs1
COX6B2,Cox6b2
A4GALT,A4galt
MOSPD2,Mospd2
ASB7,Asb7
KRT8,Krt8
CDT1,Cdt1
ETNK2,Etnk2
C12orf75,1500009L16Rik
KRT18,Krt18
SGCG,Sgcg
MRGPRX3,Mrgprb4
MRGPRX2,Mrgprb4
MRGPRX1,Mrgprb4
MRGPRX4,Mrgprb4
PAQR7,Paqr7
DBNDD1,Dbndd1
GPCPD1,Gpcpd1
ATMIN,Atmin
HEXB,Hexb
STOX2,Stox2
RANBP10,Ranbp10
C16orf46,1700030J22Rik
SAMHD1,Samhd1
PRDM7,Prdm9
CYBA,Cyba
KCNH3,Kcnh3
FAM169A,Fam169a
AC092718.8,Gcsh
GCSH,Gcsh
AC092718.3,Gcsh
RPTOR,Rptor
ACR,Acr
TCIRG1,Tcirg1
CLEC12B,Clec12b
C1orf116,AA986860
EMC8,Emc8
EXD1,Exd1
MRGPRX3,Mrgprb8
MRGPRX2,Mrgprb8
MRGPRX1,Mrgprb8
MRGPRX4,Mrgprb8
NSA2,Nsa2
SOX13,Sox13
NCOR2,Ncor2
MRGPRX3,Mrgprb1
MRGPRX2,Mrgprb1
MRGPRX1,Mrgprb1
MRGPRX4,Mrgprb1
STARD3,Stard3
EPHX2,Ephx2
GFM2,Gfm2
KLHDC4,Klhdc4
TIMM17A,Timm17a
PXN,Pxn
TMEM92,Tmem92
FCAMR,Fcamr
PSME3,Psme3
POLG2,Polg2
RAB22A,Rab22a
CX3CL1,Cx3cl1
GALNT2,Gm20388
PER2,Per2
SPPL2A,Sppl2a
CENPT,Cenpt
GALNT2,Galnt2
MAGEL2,Magel2
MILR1,Milr1
NDN,Ndn
MKRN3,Mkrn3
TCAP,Tcap
CCL17,Ccl17
AOC2,Aoc2
SMCHD1,Smchd1
AOC3,Aoc3
OR9I1,Olfr1499
TSNAXIP1,Tsnaxip1
FBXW12,Fbxw18
TINAG,Tinag
FANCA,Fanca
EIF4B,Eif4b
CDCA7,Cdca7
OSBPL8,Osbpl8
C16orf58,BC017158
MRGPRX3,Mrgprx2
MRGPRX2,Mrgprx2
MRGPRX1,Mrgprx2
MRGPRX4,Mrgprx2
CORO1A,Coro1a
AP4E1,Ap4e1
MOG,Mog
MRGPRX3,Mrgprb2
MRGPRX2,Mrgprb2
MRGPRX1,Mrgprb2
MRGPRX4,Mrgprb2
SLC9A1,Slc9a1
MRGPRX3,Mrgprb3
MRGPRX2,Mrgprb3
MRGPRX1,Mrgprb3
MRGPRX4,Mrgprb3
ABCC10,Abcc10
CTSF,Ctsf
HSD17B7,Hsd17b7
ACSM2B,Acsm2
ACSM2A,Acsm2
CHMP6,Chmp6
LIME1,Lime1
AL121845.2,Lime1
AC020909.1,Fam71e1
SLC5A2,Slc5a2
SDF4,Sdf4
DDX5,Ddx5
OR9Q1,Olfr1500
LMOD1,Lmod1
RPH3AL,Rph3al
ARFRP1,Arfrp1
AUNIP,Aunip
PLP2,Gm6169
DEF8,Def8
C16orf78,4933402J07Rik
CLSTN1,Clstn1
BOLA2,Bola2
BOLA2B,Bola2
DNAJB4,Dnajb4
PKD1L2,Pkd1l2
EMC4,Emc4
ANKRD55,Ankrd55
PRTG,Prtg
NOP9,Nop9
SLX1A,Slx1b
SLX1B,Slx1b
BAIAP2,Baiap2
DMC1,Dmc1
SLC12A6,Slc12a6
MYBPC2,Mybpc2
PAPPA2,Pappa2
PNMT,Pnmt
CEP95,Cep95
VAPB,Vapb
CIDEB,Cideb
SHISA4,Shisa4
SP8,Sp8
PGAP3,Pgap3
NKAIN1,Nkain1
ZGPAT,Zgpat
IL2RB,Il2rb
COL1A1,Col1a1
CCDC61,Ccdc61
CHP1,Chp1
ZNF883,A430033K04Rik
TSPAN11,Tspan11
FBXW12,Fbxw26
DDR2,Ddr2
KIF26A,Kif26a
DLK2,Dlk2
SMURF2,Smurf2
TRAF3IP1,Traf3ip1
PYROXD1,Pyroxd1
SLC22A12,Slc22a12
OR9I1,Olfr1502
STX16,Stx16
RECQL,Recql
CLEC1B,Clec1b
C17orf97,1700016K19Rik
IFNAR2,Ifnar2
AP000295.1,Ifnar2
C1QTNF6,C1qtnf6
GRIA1,Gria1
OR9I1,Olfr1505
NRXN2,Nrxn2
MYOF,Myof
TMTC1,Tmtc1
IRF8,Irf8
CLEC9A,Clec9a
SEPT8,Sept8
CTC1,Ctc1
TUBGCP2,Tubgcp2
BLVRA,Blvra
BAZ2B,Baz2b
CLTC,Cltc
RABL2B,Rabl2
RABL2A,Rabl2
SLC12A6,Gm21985
KATNBL1,Katnbl1
FANCB,Fancb
SGCA,Sgca
C16orf74,Gm27021
RPL13,Rpl13
ABCB5,Abcb5
IL10RB,Il10rb
ZNF511,Zfp511
FOXD1,Foxd1
FCHSD2,Fchsd2
NUAK1,Nuak1
BBS10,Bbs10
PIGR,Pigr
LTB4R2,Ltb4r2
IL10RB,Gm21970
ANKRD11,Ankrd11
G6PC,G6pc
FAM186B,Fam186b
NOVA2,Nova2
PPP1R9B,Ppp1r9b
CCDC12,Ccdc12
GLRA2,Glra2
RGS10,Rgs10
PRPF40B,Prpf40b
CHRNA2,Chrna2
PICALM,Picalm
TLE4,Tle4
PRPSAP2,Prpsap2
VPS9D1,Vps9d1
AATK,Aatk
CKAP4,Ckap4
AARSD1,Gm27029
PTGES3L-AARSD1,Gm27029
TNFRSF11A,Tnfrsf11a
SEC61B,Gm10320
ZNF423,Zfp423
MIEN1,Mien1
SAMD14,Samd14
ERBB2,Erbb2
NT5E,Nt5e
RUNDC1,Rundc1
ARFGAP3,Arfgap3
TXLNG,Txlng
NANOS2,Nanos2
AARSD1,Aarsd1
PTGES3L-AARSD1,Aarsd1
LRRC4C,Lrrc4c
MYPOP,Mypop
PTGES3L,Ptges3l
MAPK3,Mapk3
ZDHHC13,Zdhhc13
ATG16L2,Atg16l2
NUDT15,Nudt15
IRF2BP1,Irf2bp1
SUCLA2,Sucla2
ASB1,Asb1
FOXA3,Foxa3
IL17C,Il17c
SNAI3,Snai3
ACSM1,Acsm1
SWI5,Swi5
C14orf180,A530016L24Rik
GINS2,Gins2
SYT10,Syt10
CRYGC,Crygc
CALY,Caly
PLEKHB2,Plekhb2
COQ9,Coq9
PSAT1,Psat1
SAFB,Safb
TMEM174,Tmem174
RBBP7,Rbbp7
PDK2,Pdk2
NPEPL1,Npepl1
ZDHHC7,Zdhhc7
CRYGB,Crygb
MAPKAPK5,Mapkapk5
CHMP1A,Chmp1a
AC020922.1,Fam71e2
FAM71E2,Fam71e2
GOLGA8K,Golga2
GOLGA8G,Golga2
GOLGA8O,Golga2
GOLGA8R,Golga2
GOLGA8A,Golga2
GOLGA8J,Golga2
GOLGA8M,Golga2
GOLGA8H,Golga2
GOLGA8B,Golga2
GOLGA2,Golga2
GOLGA6A,Golga2
GOLGA6D,Golga2
GOLGA8N,Golga2
GOLGA8S,Golga2
GOLGA6B,Golga2
GOLGA8T,Golga2
GOLGA8F,Golga2
GOLGA6C,Golga2
GOLGA8Q,Golga2
FUOM,Fuom
CIAPIN1,Ciapin1
RNF166,Rnf166
XPOT,Xpot
THAP11,Thap11
MARCH7,March7
GDPD3,Gdpd3
GABBR1,Gabbr1
ALG10,Alg10b
ALG10B,Alg10b
BANP,Banp
PUM1,Pum1
TTLL11,Ttll11
UAP1,Uap1
RBL1,Rbl1
KPNA2,Kpna2
TRAPPC11,Trappc11
PRAP1,Prap1
ZNF511-PRAP1,Prap1
MRAS,Mras
RPL27,Rpl27
TSPAN9,Tspan9
C17orf58,1810010H24Rik
HIGD1A,Higd1a
IL11,Il11
ELMO2,Elmo2
SPRYD3,Spryd3
EIF4H,Eif4h
IFI35,Ifi35
ZCCHC2,Zcchc2
TNFRSF4,Tnfrsf4
BPTF,Bptf
SPINK8,Spink8
ACSM4,Acsm4
MYD88,Myd88
TMEM116,Tmem116
HS6ST1,Hs6st1
ZBTB46,Zbtb46
CRYGA,Cryga
TMEM190,Tmem190
UHMK1,Uhmk1
BCO1,Bco1
DHX40,Dhx40
TWIST2,Twist2
C2orf80,D630023F18Rik
SLC22A14,Slc22a14
ABHD16B,Abhd16b
CNEP1R1,Cnep1r1
C2orf80,Gm28845
ACAA1,Acaa1a
CHGB,Chgb
NOL11,Nol11
RND2,Rnd2
MTFR1L,Mtfr1l
TNFRSF18,Tnfrsf18
GNAS,Gnas
VAT1,Vat1
FAM227A,Fam227a
LMBRD2,Lmbrd2
GPAA1,Gpaa1
PIEZO1,Piezo1
NAA25,Naa25
IPO4,Ipo4
ACTN3,Actn3
ECHS1,Echs1
FAM20C,Fam20c
RPN2,Rpn2
SKP2,Skp2
PAOX,Paox
AL360181.3,Paox
OXSR1,Oxsr1
SH2D1B,Sh2d1b2
SH2D1B,Sh2d1b1
MYL3,Myl3
P2RX7,P2rx7
CD302,Cd302
FOXL1,Foxl1
CA5A,Car5a
GAN,Gan
TRMT6,Trmt6
CEP131,Cep131
XYLB,Xylb
MTG1,Mtg1
PSMD12,Psmd12
CEP78,Cep78
MTHFSD,Mthfsd
PTH1R,Pth1r
TMEM238,Tmem238
TM9SF1,Tm9sf1
AL136295.4,Tm9sf1
AL136295.1,Tm9sf1
